,WICKETS,ECONOMY,WINNER,BAT
0,1,5.60,India,2
1,0,3.40,Pakistan,1
2,1,4.90,Pakistan,2
3,2,4.70,India,1
4,2,4.37,India,2
5,3,4.55,Pakistan,1
