,WICKETS,ECONOMY,WINNER,BAT
0,1,4.70,Zimbabwe,1
1,0,6.22,Zimbabwe,1
2,3,4.30,India,2
3,2,4.60,India,1
4,4,4.70,India,2
5,3,2.88,India,2
6,6,5.43,India,2
