,RUNS,WINNER,BAT
0,8,India,1
1,105,India,1
2,64,India,2
3,63,India,2
4,0,India,2
5,2,India,2
6,123,New Zealand,2
7,78,New Zealand,2
8,6,tied,0
9,2,New Zealand,1
10,82,New Zealand,2
11,85,India,2
12,9,New Zealand,2
13,154,India,2
14,45,New Zealand,2
15,65,India,1
