,RUNS,WINNER,BAT
0,2,New Zealand,2
1,38,India,1
2,40,New Zealand,2
3,56,New Zealand,2
4,50,tied,0
5,79,New Zealand,1
6,47,New Zealand,2
7,21,India,2
8,39,New Zealand,2
9,80,India,2
10,11,New Zealand,2
11,41,India,1
