,RUNS,WINNER,BAT
0,7,New Zealand,2
1,36,New Zealand,2
2,3,tied,0
3,3,New Zealand,1
4,2,New Zealand,2
5,33,India,2
6,28,New Zealand,2
7,5,India,2
8,57,New Zealand,2
9,20,India,1
