,RUNS,WINNER,BAT
0,4,India,1
1,43,India,2
2,26,India,2
3,3,India,2
4,10,West Indies,2
5,0,West Indies,1
6,5,India,2
7,0,India,2
8,2,West Indies,1
9,55,India,1
10,16,India,2
11,44,West Indies,2
12,10,India,1
13,0,India,2
14,23,West Indies,2
15,34,India,1
16,0,West Indies,0
17,62,India,1
18,71,India,2
