,WICKETS,ECONOMY,WINNER,BAT
0,2,4.12,India,2
1,3,3.80,India,2
2,1,8.33,West Indies,1
3,1,6.00,India,1
4,3,4.44,West Indies,2
5,3,4.00,India,1
6,1,4.66,India,1
7,2,4.88,India,2
