,WICKETS,ECONOMY,WINNER,BAT
0,2,4.10,India,1
1,1,3.90,West Indies,2
2,0,5.00,West Indies,1
3,1,3.00,India,2
4,1,7.40,India,2
5,1,3.30,West Indies,1
6,1,5.90,India,1
7,1,4.00,India,1
8,2,4.40,West Indies,2
9,0,6.25,India,1
10,2,4.27,India,2
11,2,3.70,West Indies,2
12,2,4.50,India,1
