,WICKETS,ECONOMY,WINNER,BAT
0,1,4.66,India,2
1,2,7.85,West Indies,2
2,1,4.90,India,1
3,4,7.33,West Indies,0
4,4,3.78,India,1
5,2,7.85,India,2
