,WICKETS,ECONOMY,WINNER,BAT
0,0,7.42,England,2
1,3,2.90,India,1
2,1,4.00,India,2
3,0,3.00,India,2
4,0,5.00,England,1
5,0,6.33,India,1
6,1,4.28,India,1
7,1,5.62,India,2
8,2,1.75,India,2
9,1,5.62,England,2
10,0,9.00,England,1
