,RUNS,WINNER,BAT
0,40,no result,0
1,54,England,1
2,0,England,1
3,38,tied,0
4,26,England,1
5,15,India,1
6,14,India,2
7,91,India,2
8,20,India,2
9,42,India,1
10,47,England,2
11,4,India,1
12,0,India,2
13,41,India,1
14,45,India,2
15,106,India,2
16,0,England,2
17,33,England,1
18,73,England,1
