,WICKETS,ECONOMY,WINNER,BAT
0,2,8.40,England,1
1,3,4.44,England,1
2,1,4.40,tied,0
3,0,6.25,England,1
4,3,4.28,India,1
5,1,5.60,India,2
6,0,4.50,India,2
7,3,3.80,India,2
8,3,3.11,India,1
9,0,6.77,England,2
10,3,5.57,India,1
11,2,3.70,India,2
12,2,6.30,India,2
13,0,5.00,England,1
14,2,3.75,India,1
15,2,4.14,India,1
16,3,3.90,India,2
17,1,4.80,India,2
18,1,4.90,England,2
