,RUNS,WINNER,BAT
0,8,tied,0
1,55,no result,0
2,9,England,1
3,7,England,1
4,16,tied,0
5,107,England,1
6,37,India,1
7,112,India,2
8,35,India,2
9,86,India,2
10,0,India,1
11,15,England,2
12,37,India,1
13,77,India,2
14,26,India,2
15,0,England,1
16,43,India,1
17,0,India,1
18,40,India,2
19,1,India,2
20,13,England,2
21,4,England,1
22,8,England,1
23,122,India,2
