,WICKETS,ECONOMY,WINNER,BAT
0,0,4.50,no result,0
1,1,7.92,England,1
2,1,6.63,England,1
3,0,4.80,India,1
4,4,3.33,India,2
5,1,7.11,India,2
6,1,5.85,India,2
7,0,7.00,India,1
