,WICKETS,ECONOMY,WINNER,BAT
0,0,7.88,India,2
1,3,3.00,Australia,2
2,2,5.80,India,2
3,0,6.00,Australia,2
4,1,7.55,Australia,2
5,2,8.11,India,2
6,2,5.88,Australia,1
7,2,6.50,no result,0
8,1,11.33,India,1
