,WICKETS,ECONOMY,WINNER,BAT
0,0,5.85,Australia,2
1,0,5.40,India,2
2,1,5.00,Australia,1
3,1,5.25,India,2
4,0,5.87,India,1
5,1,4.47,Australia,1
6,0,4.66,Australia,1
7,0,8.62,Australia,2
