,WICKETS,ECONOMY,WINNER,BAT
0,2,4.90,India,2
1,0,6.57,Australia,2
2,2,6.50,Australia,2
3,2,5.50,Australia,1
4,4,8.00,Australia,2
5,0,5.40,Australia,1
6,1,7.40,Australia,1
7,2,6.91,Australia,1
8,3,6.70,Australia,2
9,1,10.25,India,2
