,RUNS,WINNER,BAT
0,0,India,2
1,7,Australia,2
2,95,India,2
3,8,Australia,1
4,14,no result,0
5,100,India,2
6,60,India,1
7,2,Australia,1
8,8,no result,0
9,45,Australia,2
10,9,Australia,1
11,6,Australia,1
12,68,Australia,1
13,126,Australia,2
14,78,India,2
