,RUNS,WINNER,BAT
0,19,Australia,2
1,12,India,2
2,18,Australia,2
3,8,Australia,2
4,11,Australia,2
5,2,Australia,1
6,0,India,1
7,16,Australia,2
8,10,Australia,1
9,5,Australia,1
10,6,Australia,1
11,24,Australia,2
