,WICKETS,ECONOMY,WINNER,BAT
0,1,8.00,Australia,2
1,0,7.77,India,2
2,1,7.87,Australia,1
3,1,6.00,Australia,1
4,2,5.30,Australia,1
5,4,7.70,Australia,2
6,2,6.00,India,2
