,WICKETS,ECONOMY,WINNER,BAT
0,1,3.77,India,2
1,2,5.20,India,2
2,0,9.60,Australia,2
3,0,5.87,India,2
4,0,4.50,Australia,2
5,2,5.50,Australia,2
6,1,6.25,India,2
7,0,6.44,Australia,1
8,2,6.33,no result,0
9,2,6.40,India,2
10,2,5.10,India,1
11,1,6.00,Australia,1
12,1,4.20,Australia,2
13,2,7.55,Australia,1
14,0,6.00,Australia,1
