,RUNS,WINNER,BAT
0,0,India,2
1,7,India,2
2,29,Australia,2
3,44,India,2
4,56,Australia,2
5,14,Australia,2
6,19,Australia,2
7,139,Australia,1
8,25,India,2
9,62,India,1
10,19,Australia,1
11,65,Australia,2
12,18,Australia,1
13,11,Australia,1
14,23,Australia,1
15,0,Australia,2
16,34,India,2
