,RUNS,WINNER,BAT
0,31,India,1
1,57,South Africa,2
2,54,South Africa,2
3,22,India,2
4,28,India,2
5,87,South Africa,1
6,2,South Africa,1
7,1,South Africa,2
8,31,India,2
9,31,South Africa,0
10,0,South Africa,1
11,46,India,1
12,11,South Africa,2
13,12,India,1
14,77,South Africa,2
