,WICKETS,ECONOMY,WINNER,BAT
0,1,5.60,South Africa,2
1,1,3.20,India,2
2,2,2.55,India,2
3,0,6.10,South Africa,1
4,0,4.12,South Africa,1
5,3,5.88,South Africa,2
6,2,5.10,India,1
7,1,4.10,South Africa,2
