,RUNS,WINNER,BAT
0,101,India,2
1,32,Sri Lanka,1
2,69,Sri Lanka,1
3,41,India,1
4,0,India,2
5,11,Sri Lanka,1
6,5,Sri Lanka,2
7,10,India,2
8,15,tied,0
9,5,India,1
10,0,Sri Lanka,1
11,0,India,2
12,4,India,2
13,4,India,1
14,33,India,2
15,5,Sri Lanka,2
16,48,India,1
17,58,India,1
18,13,Sri Lanka,1
19,264,India,2
