,RUNS,WINNER,BAT
0,35,Sri Lanka,1
1,106,Sri Lanka,1
2,24,India,2
3,19,Sri Lanka,1
4,18,Sri Lanka,1
5,29,India,1
6,21,India,2
7,8,Sri Lanka,1
8,29,Sri Lanka,2
9,24,India,2
10,8,tied,0
11,32,Sri Lanka,2
12,40,India,2
13,30,India,1
14,50,India,1
15,1,Sri Lanka,1
16,65,India,2
17,58,India,2
18,0,India,1
19,7,India,2
20,33,Sri Lanka,2
21,4,India,1
22,32,India,1
23,52,India,2
24,14,India,2
25,18,India,1
26,11,India,2
