,RUNS,WINNER,BAT
0,8,Sri Lanka,1
1,71,India,2
2,0,Sri Lanka,1
3,23,Sri Lanka,1
4,15,India,1
5,97,India,2
6,91,tied,0
7,29,Sri Lanka,2
8,63,India,2
9,100,India,1
10,3,India,1
11,65,Sri Lanka,1
12,102,India,2
13,0,India,2
14,88,India,1
