,RUNS,WINNER,BAT
0,39,Sri Lanka,1
1,38,Sri Lanka,1
2,19,Sri Lanka,1
3,0,Sri Lanka,1
4,25,India,1
5,0,Sri Lanka,1
6,24,India,2
7,3,tied,0
8,17,Sri Lanka,2
9,49,Sri Lanka,2
10,5,India,1
11,22,Sri Lanka,1
12,1,India,2
