,RUNS,WINNER,BAT
0,9,Sri Lanka,1
1,71,India,2
2,2,Sri Lanka,1
3,82,India,2
4,68,Sri Lanka,1
5,10,Sri Lanka,1
6,28,India,1
7,0,India,2
8,37,Sri Lanka,2
9,35,India,2
10,77,India,2
11,15,tied,0
12,66,Sri Lanka,2
13,133,India,2
14,108,India,1
15,106,India,1
16,1,Sri Lanka,1
17,38,India,2
18,128,India,2
19,23,India,1
20,58,India,2
21,2,Sri Lanka,2
22,31,India,1
23,2,India,1
24,48,Sri Lanka,1
25,22,India,2
26,49,India,2
27,53,India,1
28,66,India,2
