,RUNS,WINNER,BAT
0,37,Sri Lanka,1
1,14,Sri Lanka,1
2,41,Sri Lanka,1
3,38,India,1
4,23,India,2
5,10,Sri Lanka,1
6,67,Sri Lanka,2
7,91,India,2
8,4,India,2
9,58,tied,0
10,46,India,1
11,35,India,1
12,11,Sri Lanka,1
13,31,India,2
14,58,India,1
15,45,India,1
