,WICKETS,ECONOMY,WINNER,BAT
0,2,5.00,Sri Lanka,1
1,3,3.20,India,2
2,2,3.00,tied,0
3,2,5.00,Sri Lanka,2
4,0,5.20,India,2
5,3,4.33,India,1
6,2,4.60,India,1
7,1,3.60,Sri Lanka,1
8,0,5.00,India,2
9,2,4.60,India,2
10,0,4.11,India,1
11,3,4.80,India,2
12,1,6.70,Sri Lanka,2
13,1,4.00,India,1
14,2,4.20,India,1
15,2,4.20,Sri Lanka,1
16,1,5.77,India,2
17,2,4.90,India,2
18,1,4.30,India,1
